host_response_time,room_type,host_response_rate,host_acceptance_rate,host_listings_count,host_has_profile_pic,host_identity_verified,accommodates,bathrooms_text,bedrooms,beds,minimum_nights,maximum_nights,number_of_reviews,number_of_reviews_ltm,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,instant_bookable,calculated_host_listings_count,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms,calculated_host_listings_count_shared_rooms,reviews_per_month,name_len,neighborhood_overview_len,host_verifications_len,has_wifi,has_pool,has_kitchen,has_washer,has_dryer,has_ac,has_self_checkin,has_workspace,has_pet_allowed,has_free_parking,desc_1,desc_2,desc_3,desc_4,desc_5,n_1,n_2,n_3,target
3.0,1,100.0,90.0,3.0,1.0,1.0,6,3,3,3,1,1125,42,9,3,2,2,3,3,1,2,0,1,1,0,0,0.41,41,744.0,4,1,0,1,1,1,1,0,0,0,1,0.14486466948945628,0.10608285828941114,0.0056818713509445545,-0.06281354227380997,-0.07419957607310655,0.13316053056882918,-0.1745052900964513,-0.011943118250372656,2
2.0,2,80.0,95.0,2.0,1.0,0.0,2,1,1,1,4,30,127,9,2,2,2,2,2,1,2,0,1,0,1,0,1.29,33,177.0,4,1,0,0,1,1,1,0,0,0,1,0.1644147167214102,0.082204152722611,0.01061011538119137,0.03474239228961287,-0.03565189722940622,0.08482968782722672,-0.14226248537773845,-0.0386543534108417,2
1.0,1,100.0,96.0,1.0,1.0,1.0,7,2,2,3,4,120,217,39,2,3,2,3,3,2,3,0,1,1,0,0,2.11,33,302.0,9,1,0,1,1,1,1,0,0,0,1,0.2527723193131632,0.12343212854165893,0.005923899326566079,0.1901701314332424,0.05271127033163354,0.1202604071762585,-0.15591058966902588,-0.028325432114821254,1
2.0,1,100.0,98.0,2.0,1.0,1.0,8,2,4,5,2,1125,175,26,2,2,2,2,2,1,3,1,1,1,0,0,1.81,46,576.0,10,1,0,1,1,1,1,0,0,0,1,0.4376820025024186,-0.0247081715693486,-0.08623622552902893,0.06464911621264734,-0.13047205961364372,0.5915294388872621,0.171914757337995,-0.07013643394115822,2
1.0,1,100.0,97.0,1.0,1.0,1.0,6,2,3,5,5,28,75,14,2,3,3,3,3,1,3,0,1,1,0,0,0.77,50,1000.0,6,1,0,1,0,0,1,0,0,0,1,0.3153180489110199,0.021672070493873315,-0.03178929374742633,0.17469179568915186,-0.02485604690070094,0.5569967761643441,0.264928831642452,-0.04251032311831164,1
1.0,1,100.0,78.0,1.0,1.0,1.0,4,1,1,2,29,1125,5,3,1,4,1,4,4,4,4,0,2,2,0,0,0.05,37,44.0,5,1,1,1,1,1,1,0,0,0,1,0.43013553233829727,0.018896025578743356,-0.029776424329892706,0.17268310795079014,0.03756818377855091,0.06584864279692434,-0.12519799353289396,-0.0016014916527375207,2
4.0,1,37.0,26.0,17.0,1.0,1.0,5,2,2,4,7,185,74,5,2,2,2,2,2,2,2,0,3,3,0,0,0.75,39,53.0,8,1,0,1,1,1,1,0,0,0,1,0.21562180786629656,0.08317860941688718,0.05571469687787764,0.10490104227756025,0.006999016443312757,0.05698865807599138,-0.09428408442011374,-0.05319918588473851,2
5.0,1,0.0,0.0,2.0,1.0,0.0,2,1,1,1,30,90,0,0,5,5,5,5,5,5,5,0,2,2,0,0,0.0,25,40.0,4,1,0,1,1,1,1,0,0,0,1,0.48472773793480123,-0.2488084681838187,-0.13395730726216942,0.06359831768011544,-0.04786702568696988,0.002781759140508361,-0.0015791323943517717,-0.001934691716031492,2
1.0,1,100.0,96.0,7.0,1.0,1.0,2,1,1,1,2,365,162,35,2,2,2,2,2,1,3,0,4,4,0,0,1.79,19,0.0,5,1,0,1,0,0,0,0,0,0,1,0.2509026167399765,-0.08709654786896952,0.008512976581919775,-0.01936312724839771,-0.029519133854971007,0.0,0.0,0.0,2
2.0,1,100.0,64.0,1.0,1.0,1.0,4,1,1,2,3,45,22,18,3,2,3,3,3,2,3,0,1,1,0,0,0.3,30,660.0,5,1,0,1,0,1,1,0,0,0,1,0.4574440823826971,-0.04231739886388034,-0.005194228661602388,0.05722924729770783,0.031531638273921817,0.15297094247998638,-0.025264739272884085,-0.040173108214191205,1
2.0,1,100.0,92.0,9.0,1.0,1.0,6,2,2,5,7,180,35,5,1,1,1,1,2,1,1,0,8,8,0,0,0.37,48,0.0,4,1,1,1,1,1,1,0,0,0,1,0.33360509238186226,-0.08394191219679457,-0.05688326389531289,0.11519051209348351,0.031981524593426895,0.0,0.0,0.0,1
1.0,1,100.0,87.0,107.0,1.0,1.0,6,2,2,4,14,1125,9,0,1,1,1,1,1,2,1,0,50,50,0,0,0.09,37,0.0,5,1,1,1,1,1,1,0,0,0,1,0.47555309162672493,-0.0663071506550391,-0.049967993532437874,0.12413061347130287,0.023959703237260967,0.0,0.0,0.0,0
5.0,1,0.0,33.0,1.0,1.0,0.0,2,1,6,1,6,50,79,3,3,3,3,3,3,2,3,0,1,1,0,0,0.81,29,521.0,3,1,0,1,0,0,1,0,0,0,1,0.2796387336087989,-0.012461042122184372,-0.00912924064165852,0.05656421071107111,-0.08011961204225984,0.17237497979174196,-0.17224545642706598,-0.016642047538908706,0
5.0,1,0.0,0.0,1.0,1.0,1.0,4,1,1,3,3,1125,41,0,3,2,3,3,3,1,3,0,1,1,0,0,0.41,34,545.0,6,1,1,1,1,1,1,0,0,0,1,0.24568812287119593,-0.07677593940512543,0.043312394830941146,-0.0170451655385197,-0.033882493021304264,0.2848508657145571,-0.04458979545402063,-0.08068282565338224,1
3.0,1,100.0,65.0,0.0,1.0,0.0,5,2,2,2,5,365,18,5,3,4,2,4,4,3,3,0,1,1,0,0,0.18,39,653.0,3,1,0,1,1,1,1,0,0,0,1,0.18972983456825965,0.07743790007115406,0.06478194539750488,-0.11254564111763604,-0.10929241332712769,0.19050807742641643,-0.230839004394621,-0.019984438650911557,1
1.0,1,100.0,60.0,1.0,1.0,1.0,10,2,4,5,4,1125,94,21,2,2,1,2,2,1,2,0,1,1,0,0,0.96,40,0.0,6,1,1,1,1,1,1,0,0,0,1,0.28362961860794245,0.03003882588654042,0.040934069429889634,-0.09184163722880488,-0.14312251850644625,0.0,0.0,0.0,2
1.0,1,100.0,67.0,1.0,1.0,1.0,6,3,3,5,7,365,6,4,2,4,4,4,4,1,3,0,1,1,0,0,0.07,34,95.0,4,1,0,1,1,1,1,0,0,0,1,0.1875575929328593,0.10678751882206057,-0.006822301736781844,0.12886660100108926,0.029186971944886494,0.17042770083213,-0.24157814948021633,0.0011397277914064786,2
1.0,1,100.0,94.0,21.0,1.0,1.0,4,1,1,2,4,40,20,4,2,1,1,1,1,2,1,0,10,10,0,0,0.21,40,0.0,6,1,1,1,1,0,1,0,0,0,1,0.11691345794188272,-0.06588894557930654,-0.015401702236939709,0.0250570460291693,0.0007455641280308809,0.0,0.0,0.0,2
2.0,1,69.0,23.0,16.0,1.0,0.0,6,2,2,2,30,1125,0,0,5,5,5,5,5,5,5,0,5,5,0,0,0.0,21,85.0,3,1,1,1,1,1,1,0,0,0,1,0.38485079694442864,-0.11625077606043091,-0.07067876321518596,0.07696603234434551,0.02946488647713287,0.09397756317470554,-0.17168177391531098,0.04144983381342689,2
2.0,1,69.0,23.0,16.0,1.0,0.0,6,3,3,4,30,1125,0,0,5,5,5,5,5,5,5,0,5,5,0,0,0.0,30,0.0,3,1,1,1,1,1,1,0,0,0,1,0.24696603856781896,-0.10964218831504176,-0.06883023717735717,0.010007150778199494,0.04780734480543888,0.0,0.0,0.0,2
2.0,1,69.0,23.0,16.0,1.0,0.0,6,2,2,5,10,1125,0,0,5,5,5,5,5,5,5,0,5,5,0,0,0.0,32,84.0,3,1,1,1,1,1,1,0,0,0,1,0.36245145886876506,-0.20613714492778995,-0.08088474905735342,0.011061708639051248,-0.0028613324562835876,0.21846997987032307,-0.02922539222912649,0.017485124570397564,2
1.0,1,100.0,98.0,1.0,1.0,0.0,2,1,1,1,3,1125,91,23,3,3,2,4,2,3,4,1,1,1,0,0,0.93,45,322.0,3,1,0,1,0,0,1,0,0,0,1,0.27849511332397053,0.0200224672087614,0.06587037375211133,0.13328331691932432,-0.04026403255331992,0.06622688034076334,-0.056317847528578324,-0.020137291340623923,1
1.0,2,100.0,83.0,4.0,1.0,1.0,2,1,1,2,20,180,17,1,3,3,3,4,4,3,4,0,3,0,3,0,0.27,50,249.0,5,1,0,1,1,1,1,0,0,0,1,0.17832377667936794,-0.010775615201392764,0.014445150498016687,0.0103193602235979,-0.10145713260751243,0.16434089509773728,-0.18469086905634785,0.02830390742481425,2
3.0,1,100.0,89.0,1.0,1.0,1.0,2,1,6,1,7,1125,63,12,2,1,2,2,2,1,2,0,1,1,0,0,0.64,35,0.0,5,1,1,1,1,1,1,0,0,0,1,0.21710258408199246,0.030610417815935115,0.036001784240154856,0.04400198694659278,-0.005623890048009934,0.0,0.0,0.0,1
3.0,2,50.0,50.0,2.0,1.0,1.0,2,1,1,1,1,1125,2,1,1,1,4,1,1,4,1,0,1,0,1,0,0.08,35,0.0,5,1,0,1,1,1,1,0,0,0,1,0.11309816252883727,0.08977423072010482,0.004222968627129131,0.052609365256518145,-0.05566247502019298,0.0,0.0,0.0,2
1.0,1,100.0,88.0,2.0,1.0,1.0,4,2,2,2,30,300,33,3,1,1,1,2,2,1,1,0,2,2,0,0,0.34,34,808.0,6,1,0,1,1,1,1,0,0,0,1,0.08974363872737784,0.0031828596171894537,0.05278380458576463,-0.05788696723706742,-0.028171554210645385,0.10217400028935669,-0.09014483210427038,-0.012121434167010777,2
2.0,1,100.0,84.0,1.0,1.0,0.0,9,2,3,4,3,90,106,12,2,2,2,3,3,1,3,0,1,1,0,0,1.08,31,171.0,3,1,1,1,1,1,1,0,0,0,1,0.15627624479192911,0.03826260124050292,-0.007689928709265174,-0.04639517660607668,-0.061264156688534716,0.10275985159651682,-0.17066680296895653,-0.01573350782364482,1
4.0,1,37.0,26.0,17.0,1.0,1.0,4,2,2,3,21,1124,31,0,2,2,2,1,1,1,2,0,3,3,0,0,0.32,34,61.0,8,1,1,1,1,1,1,0,0,0,1,0.23534881185251585,0.040483622988456106,0.05438878707102947,0.07382638680054518,0.010351230956390914,0.05317683725374374,-0.0928236229473843,-0.08285249758866635,1
2.0,1,90.0,96.0,5.0,1.0,1.0,6,3,3,3,2,365,26,5,1,1,2,1,2,2,2,0,1,1,0,0,0.31,33,80.0,5,1,0,1,1,1,1,0,0,0,1,0.10740039946188859,-0.06649390970747583,-0.03738398217666165,0.01742016210202235,-0.012852982601401206,0.0028912160271675324,-0.000770795945833748,-0.0042646295103903435,1
2.0,1,100.0,54.0,15.0,1.0,1.0,8,3,4,5,2,365,16,2,1,1,1,1,2,3,1,0,8,8,0,0,0.18,47,1000.0,7,1,1,1,1,1,1,0,0,0,1,0.2058587753592391,0.07222442280771159,0.013178353794716165,-0.12289752839130166,-0.10283666021944364,0.19393978594762043,-0.16099662285469293,-0.06622012980677192,2
1.0,1,100.0,79.0,2.0,1.0,0.0,3,1,6,2,3,1125,462,37,3,3,3,3,2,1,3,0,3,3,0,0,4.67,34,0.0,4,1,0,1,0,0,1,0,0,0,1,0.29615448225275426,-0.0871690781269355,-0.032673318861296936,0.06999760762303558,-0.04037385298495951,0.0,0.0,0.0,0
5.0,2,0.0,0.0,1.0,1.0,1.0,2,1,1,1,5,1125,31,0,2,2,3,1,2,1,2,0,1,0,1,0,0.32,25,65.0,5,1,0,1,1,1,1,0,0,0,1,0.4082253821799687,0.02952369971300823,-0.05175238476594127,0.1737940615464238,-0.08872100798515246,0.023708614485647216,-0.024918775903752494,-0.007722893276062182,2
1.0,1,100.0,62.0,1.0,1.0,1.0,6,2,3,4,2,1125,11,4,2,2,1,4,4,1,1,0,1,1,0,0,0.11,34,207.0,4,1,0,1,1,1,1,0,0,0,1,0.23423304642585432,0.04884642274464066,0.007342097787156824,0.0041123306255801025,-0.07716303792191143,0.10874617734868261,-0.16432805245586038,-0.030259857043592082,0
1.0,1,100.0,94.0,1.0,1.0,1.0,7,2,3,5,7,365,41,14,3,2,2,4,2,2,2,0,1,1,0,0,0.49,33,0.0,6,1,0,1,1,1,1,0,0,0,1,0.14459200523642635,-0.03381606062583609,-0.0282986548232239,-0.018998854770632994,-0.046483304695920574,0.0,0.0,0.0,0
1.0,1,100.0,81.0,4.0,1.0,1.0,4,2,2,2,2,365,41,8,2,2,3,2,2,2,2,0,1,1,0,0,0.45,49,0.0,8,1,0,1,1,1,1,0,0,0,1,0.19005877446303004,-0.014086043228396296,-0.014434066149185984,0.011422846901599481,0.06372370573581355,0.0,0.0,0.0,2
1.0,1,100.0,83.0,2.0,1.0,1.0,2,1,1,1,30,130,18,0,3,3,1,1,1,2,2,0,1,1,0,0,0.19,44,340.0,9,1,0,1,0,1,0,0,0,0,1,0.18806200811793197,0.01612343534974831,-0.025157383737295952,0.08593819789667184,-0.06873691246072153,0.052725908293580016,-0.04301368441400684,-0.03178182245963838,2
1.0,2,100.0,99.0,23.0,1.0,1.0,2,1,6,1,1,1125,7,0,2,2,2,4,4,4,3,0,23,2,6,0,0.07,19,132.0,6,1,1,1,1,1,1,0,0,0,1,0.24384355246483405,-0.017766627309089643,0.02069877319327397,-0.041130300957004554,-0.041241933604507355,0.11535877445325517,-0.16792696244374863,-0.06751604764224156,0
3.0,1,53.0,87.0,5.0,1.0,1.0,2,1,1,1,3,1125,94,22,2,1,1,2,1,2,2,0,4,4,0,0,0.97,34,542.0,4,1,0,1,1,1,1,0,0,0,1,0.2264690938275904,0.05053885733330906,0.06426964662033577,-0.05654005630776078,-0.053001939341987936,0.12462243879350487,-0.01250014457714885,-0.022892061655419852,2
5.0,1,0.0,96.0,1.0,1.0,1.0,8,2,3,4,4,1125,44,15,2,3,3,2,2,1,2,0,1,1,0,0,0.45,35,19.0,7,1,1,1,1,1,1,0,0,0,1,0.33714855697056145,0.04404617702071024,-0.04492384098211423,0.08260080303963314,-0.05743087482196021,0.046030383794804106,-0.09345570153062181,-0.0213860688397109,0
1.0,1,100.0,94.0,21.0,1.0,1.0,4,1,1,3,4,45,31,7,1,2,3,1,2,2,1,1,10,10,0,0,0.38,50,0.0,6,1,0,1,0,0,0,0,0,0,1,0.1556901748516309,-0.08632711085314174,-0.029891402974267216,0.039374152621206936,-0.004075219496347637,0.0,0.0,0.0,2
3.0,1,53.0,87.0,5.0,1.0,1.0,4,1,1,1,3,1125,71,27,1,1,1,2,1,3,2,0,4,4,0,0,0.73,34,542.0,4,1,0,1,1,1,1,0,0,0,1,0.2264690938275904,0.05053885733330906,0.06426964662033577,-0.05654005630776078,-0.053001939341987936,0.12462243879350487,-0.01250014457714885,-0.022892061655419852,2
1.0,1,100.0,98.0,3.0,1.0,0.0,4,1,1,1,2,27,374,44,2,3,3,2,2,1,3,0,3,2,1,0,3.84,34,238.0,4,1,0,1,0,0,1,0,0,0,1,0.25062639918901347,0.05675056422117872,0.035384223345827095,0.10413463260962821,-0.06460278220942368,0.07697209464232714,-0.10957934909343794,-0.023955226108733046,2
3.0,1,53.0,87.0,5.0,1.0,1.0,2,1,6,1,3,1125,110,24,1,1,1,1,1,2,2,0,4,4,0,0,1.12,34,542.0,4,1,0,1,1,1,1,0,0,0,1,0.2264690938275904,0.05053885733330906,0.06426964662033577,-0.05654005630776078,-0.053001939341987936,0.12462243879350487,-0.01250014457714885,-0.022892061655419852,2
1.0,2,100.0,95.0,5.0,1.0,1.0,1,1,1,1,30,1125,13,0,2,2,2,2,2,1,3,0,5,0,5,0,0.13,30,0.0,7,1,0,1,1,1,1,0,0,0,1,0.26039729051269384,0.0432455368303637,-0.024306969996452772,0.0895264655597192,-0.019925061502620797,0.0,0.0,0.0,1
1.0,2,100.0,70.0,4.0,1.0,1.0,1,2,1,1,3,60,41,12,3,3,3,2,3,2,3,0,3,0,3,0,0.42,33,25.0,5,1,0,1,1,1,1,0,0,0,1,0.24101194182972677,-0.04687906138582646,-0.031111360631843332,0.08242141670842071,-0.08472452126856947,0.03857745855777205,-0.07929555253430517,-0.038003034647025924,2
1.0,2,100.0,95.0,5.0,1.0,1.0,1,1,1,1,30,1125,16,0,1,1,1,2,2,2,2,0,5,0,5,0,0.17,44,0.0,7,1,0,1,1,1,1,0,0,0,1,0.23942854029881047,0.036470545617649716,-0.02035138988808229,0.07725503966271142,0.009857228299690282,0.0,0.0,0.0,1
1.0,2,100.0,95.0,5.0,1.0,1.0,2,1,1,1,30,1125,15,0,2,2,1,2,2,1,2,0,5,0,5,0,0.15,40,0.0,7,1,0,1,1,1,1,0,0,0,1,0.2751240489659826,0.010584513675851958,-0.03051197193314484,0.09231797363779604,-0.004180788264280712,0.0,0.0,0.0,2
2.0,1,100.0,57.0,4.0,1.0,1.0,4,1,2,2,3,14,86,21,2,2,1,3,2,1,2,0,1,1,0,0,0.89,29,45.0,6,1,0,1,1,1,1,0,0,0,1,0.3352679072791967,-0.034338990142732576,-0.0380488819728652,-0.02286619218159746,-0.10456487312269622,0.015489319687895482,-0.02442622280919858,-0.005166871118945937,1
3.0,2,100.0,71.0,1.0,1.0,0.0,1,1,1,1,1,1125,18,8,4,3,3,2,4,1,4,0,1,0,1,0,0.19,31,0.0,3,1,0,1,1,1,1,0,0,0,1,0.07919365561643742,0.06427311689999882,0.016161086336925933,-0.031796373366084554,-0.05828801054270776,0.0,0.0,0.0,0
1.0,2,100.0,95.0,5.0,1.0,1.0,1,1,6,1,30,1125,27,6,2,2,1,1,1,1,2,0,5,0,5,0,0.29,24,0.0,7,1,0,1,1,1,1,0,0,0,1,0.2830652437253291,0.009565862079600732,-0.03883470494211676,0.08267944152235682,-0.010373226980674248,0.0,0.0,0.0,2
1.0,1,88.0,5.0,4.0,1.0,0.0,2,1,2,2,60,122,3,0,1,1,1,1,1,1,1,0,1,1,0,0,0.04,32,107.0,3,1,0,1,1,1,1,0,0,0,1,0.5872732808072617,-0.17630174273516436,-0.1667015901283052,0.138567866893996,-0.055377521549597276,0.5086185550945994,0.019697324261008037,-0.08965229667528672,2
1.0,1,100.0,78.0,1.0,1.0,1.0,4,1,2,3,30,1125,52,7,2,2,2,2,2,1,2,0,1,1,0,0,0.54,44,52.0,9,1,0,1,1,1,1,0,0,0,1,0.42145187700309933,-0.034077294099554074,-0.007299416180606041,0.051638992118364674,-0.12749516597824426,0.023996328632255624,-0.04697768006019627,-0.028251373322058553,1
1.0,2,100.0,81.0,2.0,1.0,1.0,2,2,1,1,1,1125,52,4,3,2,3,2,2,2,2,0,2,0,2,0,0.54,50,77.0,6,1,0,1,0,1,1,0,0,0,1,0.29812828778607164,-0.15671131703017788,-0.095543561802974,0.01917279002384536,-0.043267231068962304,0.09737670492712679,0.06431396941355554,-0.014997445512494949,2
4.0,2,33.0,29.0,8.0,1.0,1.0,2,1,1,1,7,120,2,0,1,4,1,4,4,4,4,0,4,1,3,0,0.04,32,0.0,7,1,1,1,1,1,1,0,0,0,1,0.22999383548137814,-0.024034288636587905,-0.0392370918296951,-0.04163675067149453,-0.08104238206950079,0.0,0.0,0.0,2
3.0,2,90.0,97.0,3.0,1.0,1.0,4,1,2,2,4,1125,56,16,1,1,1,1,1,1,1,0,2,0,2,0,0.58,39,0.0,6,1,0,1,1,1,1,0,0,0,1,0.15724056228066718,0.00042050454695010883,0.01699564616589895,-0.047417734981975004,0.0385934017778715,0.0,0.0,0.0,2
3.0,2,90.0,97.0,3.0,1.0,1.0,4,1,1,1,4,1125,58,10,1,1,1,1,1,1,1,0,2,0,2,0,0.6,38,866.0,6,1,0,1,1,1,1,0,0,0,1,0.3891575143703852,-0.051685783207672004,-0.017903251571035582,0.17634441017445104,0.006272922987307071,0.36894416803565333,-0.01825180092121923,-0.08245586746633893,2
1.0,1,100.0,99.0,6.0,1.0,1.0,12,2,4,5,4,1125,122,52,1,1,1,1,1,1,1,0,6,5,1,0,1.65,36,100.0,8,1,1,1,1,1,1,0,0,0,1,0.27559884565787085,0.07251820621206596,-0.00032578866177379975,0.06570350131839589,-0.08064069954311964,0.024797910699601303,-0.04865181335772287,-0.03382860081809888,2
2.0,2,100.0,95.0,4.0,1.0,1.0,2,1,1,1,10,21,72,13,3,3,3,3,4,2,3,0,3,0,3,0,0.74,35,130.0,8,1,1,1,1,1,1,0,0,0,1,0.22329822822313256,-0.023467823710233968,0.017710072751261116,0.05826673458927985,-0.07218377499925753,0.05506257087656217,-0.10490585545683333,-0.04111981505636136,1
1.0,1,100.0,96.0,3.0,1.0,1.0,8,2,4,4,7,180,70,11,2,2,3,2,2,1,1,0,2,2,0,0,0.83,35,208.0,6,1,0,1,1,1,1,0,0,0,1,0.26025188683247075,0.05977890492352146,-0.002480203248545994,0.02248871117815556,-0.034902918214734346,0.0928912807481527,-0.10122176602703242,-0.008683207528047032,2
5.0,2,0.0,54.0,1.0,1.0,1.0,1,1,1,1,14,1125,23,3,2,2,3,2,1,3,3,0,1,0,1,0,0.25,35,299.0,4,1,0,1,1,1,1,0,0,0,1,0.2741558071144962,-0.03854161549891948,-0.026887857736227944,-0.019150385751662426,-0.12997955341285508,0.13452874849961713,-0.21397366704595555,-0.040499045301276376,0
1.0,1,100.0,76.0,1.0,1.0,1.0,4,1,2,3,2,1125,42,24,1,1,1,1,1,2,1,0,1,1,0,0,0.5,44,118.0,5,1,0,1,1,1,1,0,0,0,1,0.29099676341608927,-0.03321873498809245,0.03182243382994801,-0.02124086295405061,-0.017023833377454754,0.07675012733024962,-0.098746577545893,-0.013349420209491106,1
2.0,2,100.0,56.0,1.0,1.0,1.0,2,1,1,1,3,30,68,10,2,3,3,2,2,2,2,0,1,0,1,0,0.72,32,62.0,7,1,1,1,1,1,1,0,0,0,1,0.27036021951147204,0.012791750053146908,-0.020786000459970245,-0.0016690949120546283,-0.13472316638915716,0.0429336655358451,-0.0854246382000679,-0.06323386819234754,1
2.0,1,100.0,97.0,1.0,1.0,1.0,4,1,1,2,2,1125,135,59,3,3,3,2,2,3,3,0,4,3,1,0,2.04,29,232.0,9,1,1,1,1,1,1,0,0,0,1,0.2185416360907897,0.03912487915648979,0.02572246575205448,-0.002162740706324102,-0.004821216041565659,0.07891328859089951,-0.10968373560820287,-0.05323523690357172,0
1.0,1,100.0,99.0,2.0,1.0,1.0,2,2,2,2,1,1125,16,0,3,2,3,1,2,1,3,0,1,1,0,0,0.17,40,55.0,8,1,1,1,1,1,1,0,0,0,1,0.24933499058317077,-0.03673357584023408,-0.054124270364394565,-0.004315100171316487,-0.06845101870318623,0.030424715382772128,-0.053166822324878044,-0.047951375814626586,1
1.0,1,100.0,99.0,6.0,1.0,1.0,2,1,6,1,1,1125,482,66,3,2,3,2,2,1,3,1,5,4,1,0,5.09,34,266.0,6,1,0,1,0,0,1,0,0,0,1,0.22693010267439045,0.051479888477890125,0.06862440131907462,0.013993776361892135,-0.0558145751043797,0.04955255544414136,-0.07363578373906893,-0.03633669641200691,2
1.0,1,100.0,99.0,1.0,1.0,0.0,4,1,6,3,2,30,38,34,1,1,1,1,1,1,1,1,1,1,0,0,2.89,49,188.0,1,1,1,1,1,1,1,0,0,0,1,0.39366010624068487,-0.0544913720623381,-0.010546122071377017,-0.01325392634031375,-0.019940288540316705,0.24998626069174726,-0.023472606761749622,-0.020570820826577543,2
3.0,1,80.0,71.0,4.0,1.0,1.0,2,1,6,1,30,120,5,0,2,4,1,4,4,4,3,0,4,4,0,0,0.06,49,55.0,3,1,0,1,1,1,1,0,0,0,1,0.3127874001553987,-0.104316142950281,-0.033494001295287644,0.031644538136528844,-0.08448326218656144,0.038406985776885325,-0.07439279981127603,-0.05260703633220962,2
1.0,2,100.0,95.0,5.0,1.0,1.0,1,1,1,1,30,1125,33,3,1,1,1,1,1,1,1,0,5,0,5,0,0.35,31,0.0,7,1,0,1,1,1,1,0,0,0,1,0.2871331032291179,-0.007878168916854467,-0.026962627338095506,0.0674249446119204,-0.002919371903028758,0.0,0.0,0.0,1
1.0,2,100.0,76.0,0.0,1.0,1.0,2,1,1,1,1,30,16,5,2,2,4,4,1,2,2,0,1,0,1,0,0.67,49,125.0,6,1,0,1,1,1,1,0,0,0,1,0.26359608574771676,-0.007008563108600589,-0.04251690883410507,0.015949763082058647,-0.11574173004537704,0.07492645569192619,-0.12900047904420212,-0.06252931202155608,1
1.0,1,100.0,100.0,6.0,1.0,1.0,4,1,1,2,4,1125,49,12,1,2,1,1,1,1,1,0,5,5,0,0,0.58,50,0.0,6,1,1,1,1,1,1,0,0,0,1,0.3903303437384325,-0.1585111874425088,-0.05399373848152662,0.049361627131144836,-0.0069933473659056986,0.0,0.0,0.0,1
1.0,2,100.0,70.0,4.0,1.0,1.0,2,2,1,1,3,1125,10,0,2,2,2,4,2,1,2,0,3,0,3,0,0.11,32,25.0,5,1,1,1,1,1,1,0,0,0,1,0.26580746412958256,0.013703431402430258,-0.06115914775916961,0.12525683019792064,-0.11122145749503047,0.03857745855777205,-0.07929555253430517,-0.038003034647025924,2
1.0,1,100.0,100.0,2.0,1.0,1.0,4,1,1,2,1,210,91,4,2,1,1,2,2,1,2,0,2,2,0,0,1.1,50,193.0,6,1,0,1,1,1,1,0,0,0,1,0.3194503244799334,-0.06896485993962416,0.011159856674778264,0.08418525229780227,-0.0002929157612896893,0.20592842070558526,-0.0842855071848022,-0.02259812970361296,2
1.0,1,100.0,44.0,1.0,1.0,0.0,8,2,2,5,30,1125,0,0,5,5,5,5,5,5,5,0,1,1,0,0,0.0,20,0.0,2,1,1,1,1,1,1,0,0,0,1,0.400232500988355,0.0032749949651056137,-0.07091236642578476,0.13895696585446918,0.0016581885885790077,0.0,0.0,0.0,1
1.0,1,100.0,94.0,21.0,1.0,1.0,6,2,2,4,4,40,29,4,1,2,2,1,2,1,2,0,10,10,0,0,0.34,43,0.0,6,1,0,1,1,1,1,0,0,0,1,0.16210161111665808,-0.1022516803510293,-0.04075063860811606,0.022156053036322426,0.025410890643144942,0.0,0.0,0.0,2
2.0,1,100.0,99.0,5.0,1.0,1.0,3,1,1,1,14,60,22,4,4,3,3,4,4,2,4,1,5,5,0,0,0.39,49,1000.0,8,1,0,1,1,1,1,0,0,0,1,0.25541982852214706,0.0321142012757184,-0.07755625814737543,-0.1460878047220838,0.00889803380175717,0.4093382184250605,0.06465273786581432,-0.0957622743030133,2
1.0,1,100.0,87.0,107.0,1.0,1.0,4,1,1,2,20,180,0,0,5,5,5,5,5,5,5,0,50,50,0,0,0.0,34,0.0,5,1,1,1,1,1,1,0,0,0,1,0.31316825297579043,-0.024323365045427783,0.013612175890030304,0.02371116686492483,0.0652033597969734,0.0,0.0,0.0,1
3.0,1,100.0,77.0,2.0,1.0,0.0,6,2,2,2,3,1125,91,27,1,1,1,2,1,1,1,0,2,2,0,0,1.17,50,368.0,3,1,1,1,1,1,1,0,0,0,1,0.3821124381376084,0.03790372243367154,-0.03019307498227306,0.09331319436080963,-0.04952304670358519,0.15415131797775042,-0.21285008556383825,0.015550214009743452,2
1.0,1,100.0,100.0,1.0,1.0,1.0,2,1,1,1,5,31,17,7,3,4,2,4,4,1,3,0,1,1,0,0,0.2,50,702.0,4,0,0,1,0,0,1,0,0,0,1,0.1493987543615092,0.021774850863430808,0.006042786123420209,0.01662698141281818,-0.009229824217722024,0.09588494037908481,-0.07788225185040314,-0.020989305638956148,2
1.0,1,100.0,88.0,6.0,1.0,1.0,2,1,1,1,7,1125,130,13,1,1,1,1,1,1,1,0,6,6,0,0,1.38,43,79.0,7,1,1,1,1,1,1,0,0,0,1,0.4195152383472381,-0.19827166923315012,0.023397509989722797,0.07743982322881862,-0.018109676382557005,0.08042307113180852,-0.16798266708576218,0.0192332849890708,1
